Store ID,Outlet Name,Reviewer Name,Rating,Comment,Reply,Reply Date,Staff Mentioned,Created Date,Updated Date,Review ID,Source File
location-13380444637775966918,Coffee Island Beyond | GK 2,Parveen kumar,FIVE,"Great coffee... Delicious deserts...
Good service by your staff yasmin...",You just made our day! Great coffee + good vibes = always waiting for you!,08-07-2025,Delicious,06-07-2025,06-07-2025,accounts/100486096577551952970/locations/13380444637775966918/reviews/Ci9DQUlRQUNvZENodHljRjlvT21GcUxVVmtNWEV5Wm1ORU9GTjVkVTFGY1dNdFdIYxAB,reviews-ABHRLXUHKxQGytfIYauicYZv1KotauVlepX9BH.json
location-13380444637775966918,Coffee Island Beyond | GK 2,Manish Kumar,FIVE,Coffee was Really good... and Yasmin was too kind...,"You just made our day brighter! So glad you enjoyed the experience at Coffee Island. Can’t wait to have you back for more.
",04-07-2025,"Coffee, Yasmin",03-07-2025,03-07-2025,accounts/100486096577551952970/locations/13380444637775966918/reviews/Ci9DQUlRQUNvZENodHljRjlvT2pCT1YwWkllV1ZsUWpKRmVYZENaVVJUYVZRd1NFRRAB,reviews-ABHRLXUHKxQGytfIYauicYZv1KotauVlepX9BH.json
location-13380444637775966918,Coffee Island Beyond | GK 2,Goncalves Dongala,FIVE,Good place I recommend Yasmin is an excellent,Love your love for our brews!,04-07-2025,Yasmin,02-07-2025,02-07-2025,accounts/100486096577551952970/locations/13380444637775966918/reviews/Ci9DQUlRQUNvZENodHljRjlvT2xGS2FIYzBjREZQWTNsb1UyaDBlblJWTWtSeFZGRRAB,reviews-ABHRLXUHKxQGytfIYauicYZv1KotauVlepX9BH.json
location-13380444637775966918,Coffee Island Beyond | GK 2,Rajat Gupta,FIVE,The coffee was awesome👍 and service was nice by arti,You just made our day brighter! So glad you enjoyed the experience at Coffee Island. Can’t wait to have you back for more.,02-07-2025,,02-07-2025,02-07-2025,accounts/100486096577551952970/locations/13380444637775966918/reviews/Ci9DQUlRQUNvZENodHljRjlvT25nME9YZ3lkR3h5UlVwSE4zSXhTRzFaVXpaVmMwRRAB,reviews-ABHRLXUHKxQGytfIYauicYZv1KotauVlepX9BH.json
location-13380444637775966918,Coffee Island Beyond | GK 2,Deepak Nishad,FIVE,"Good ambience,& pure taste and quality in coffee very helpful person Balkishan.","Thank you! We're glad you enjoyed the food, coffee, and the space. Hope to see you again soon for more good times at Coffee Island!",02-07-2025,Balkishan,02-07-2025,02-07-2025,accounts/100486096577551952970/locations/13380444637775966918/reviews/Ci9DQUlRQUNvZENodHljRjlvT21OVVIyeE1hakJ3V1ZGamFIUk1VVFpKWDB4QlRWRRAB,reviews-ABHRLXUHKxQGytfIYauicYZv1KotauVlepX9BH.json
location-13380444637775966918,Coffee Island Beyond | GK 2,Sher Singh,FIVE,"Warm welcome, thanks to excellent service mr.Balkishan","Thank you! Great coffee, great company, and now great ratings too - what more could we ask for?",02-07-2025,"Balkishan, Warm",02-07-2025,02-07-2025,accounts/100486096577551952970/locations/13380444637775966918/reviews/Ci9DQUlRQUNvZENodHljRjlvT2psemVYZEVWMU5NWm14VWQwOVlUM05QV2sweVRIYxAB,reviews-ABHRLXUHKxQGytfIYauicYZv1KotauVlepX9BH.json
location-13380444637775966918,Coffee Island Beyond | GK 2,Samriddhi Pandey,FIVE,"Amazing place, the vibe was awesome atmosphere was so good, it’s a perfect go grab a coffee place, also the food was decent. And staff was very polite and sweet ❤️","You just made our day brighter! So glad you enjoyed the experience at Coffee Island. Can’t wait to have you back for more.
",08-07-2025,And,01-07-2025,01-07-2025,accounts/100486096577551952970/locations/13380444637775966918/reviews/Ci9DQUlRQUNvZENodHljRjlvT21OblVqbFFjVFZSVGtsVlFuUnFVRjlvUVhsbmNXYxAB,reviews-ABHRLXUHKxQGytfIYauicYZv1KotauVlepX9BH.json
location-13380444637775966918,Coffee Island Beyond | GK 2,abhishek sharma,FIVE,Nice coffee.... love ambience,Love your love for our brews!,02-07-2025,Nice,01-07-2025,01-07-2025,accounts/100486096577551952970/locations/13380444637775966918/reviews/Ci9DQUlRQUNvZENodHljRjlvT2t0aFJrbHphMVpIWVhoU2JsVk9jSEI2VDFaNU5sRRAB,reviews-ABHRLXUHKxQGytfIYauicYZv1KotauVlepX9BH.json
location-13380444637775966918,Coffee Island Beyond | GK 2,Aman Pal,FIVE,New store in gk 2 there service Good but a taste of coffee is unique,"Thank you! We're so glad you enjoyed the food, drinks, and the support from our team. Looking forward to having you back soon!
",02-07-2025,New,01-07-2025,01-07-2025,accounts/100486096577551952970/locations/13380444637775966918/reviews/Ci9DQUlRQUNvZENodHljRjlvT2xkSU5sZFlaRVpXU2sxRVgxWm9hWG95ZVRoWFMxRRAB,reviews-ABHRLXUHKxQGytfIYauicYZv1KotauVlepX9BH.json
location-13380444637775966918,Coffee Island Beyond | GK 2,Abhi,FOUR,"Items in the menu are limited, food is decent.
It is very neat and clean, good ambience and lighting. Nice place to have coffee and hang out with friends.","We’re glad you enjoyed the ambience, cleanliness, and the vibe of our cafe. Your note on the menu variety has been taken into account, and our team is already exploring ways to expand the options while keeping the experience fresh and enjoyable. We look forward to welcoming you back for coffee and good times with friends.",04-09-2025,"Items, Nice",02-09-2025,02-09-2025,accounts/100486096577551952970/locations/13380444637775966918/reviews/Ci9DQUlRQUNvZENodHljRjlvT2pOelFtWkRNRzh4VG01U1pIbExlalJ2UWpVNE1HYxAB,reviews-ABHRLXUNxGK6quVlsTH0Z_0zurQHi2ERCKL3GB.json
location-13380444637775966918,Coffee Island Beyond | GK 2,Arundhati Dasgupta,ONE,"It's the worst place in GK2. Food was AWFULLY BAD and over the top pricing. Their Pasta had no salt, no olive oil, just bouled noodles in some awful vegetable oil. The Croissants had no accompaniment like jam or anything. The tea was cold. Their chicken puff was stale. And of course in a Saturday evening it was empty while all other places were booked full. Massively OVER PRICED for such bad food. NEVER EVER visit this place.","We hear you, Arundhati. Your points on food quality and value have been noted, and our team has already begun reviewing these areas. Guest feedback like yours helps us strengthen our menu and experience, and we’d be glad to welcome you back once these improvements are live.",01-09-2025,"And, Massively, Saturday, The Croissants, Their, Their Pasta",30-08-2025,30-08-2025,accounts/100486096577551952970/locations/13380444637775966918/reviews/Ci9DQUlRQUNvZENodHljRjlvT21oMVgwdzFabFkxVkc1YVpHVnlVVkZPZHpSTE4xRRAB,reviews-ABHRLXUNxGK6quVlsTH0Z_0zurQHi2ERCKL3GB.json
location-13380444637775966918,Coffee Island Beyond | GK 2,Shrabani Dasgupta,ONE,"We ordered tea, spaghetti, open chicken puffs and butter croisant. Tea was cold. Spaghetti had no salt. Neither did chicken puffs. Butter croissant came without butter (and no marmalade/jam/compote) - basically one dry croissant hard to swallow.

Disappointment, to say the least. No wonder it remains empty most of the time, in a market where finding a seat is difficult on a Saturday evening.","Shrabani, thank you for being upfront about your experience. The details you’ve mentioned are under review with our kitchen team so that such gaps don’t repeat. We’re committed to building a better dining experience, and we’d love for you to notice the difference on your next visit.",01-09-2025,"Butter, Disappointment, Neither, Saturday, Spaghetti, Tea",30-08-2025,30-08-2025,accounts/100486096577551952970/locations/13380444637775966918/reviews/Ci9DQUlRQUNvZENodHljRjlvT2sxNFowWTViRk4wUWxweFVsOTBUMGxUVUhZd00wRRAB,reviews-ABHRLXUNxGK6quVlsTH0Z_0zurQHi2ERCKL3GB.json
location-13380444637775966918,Coffee Island Beyond | GK 2,King Op,FOUR,,"Thanks a latte for the 4 stars! Your support keeps us brewing our best every day.
",28-08-2025,,27-08-2025,27-08-2025,accounts/100486096577551952970/locations/13380444637775966918/reviews/Ci9DQUlRQUNvZENodHljRjlvT2tab2IxUjZUMlk0YUVOamVEUnVWa1Y0VFhJdE1WRRAB,reviews-ABHRLXUNxGK6quVlsTH0Z_0zurQHi2ERCKL3GB.json
location-13380444637775966918,Coffee Island Beyond | GK 2,yamini bhattacharya,FIVE,"Vibrant and beautiful, community coffee club environment. Very happy to go staff and service. Amazing coffee and tasty, complimenting food... It's very different from any regular coffee cafes... A must try..","Thank you for sharing such lovely feedback! We’re so glad you enjoyed the coffee, food, and warm community vibe - we can’t wait to welcome you back again soon.",25-08-2025,Vibrant,24-08-2025,24-08-2025,accounts/100486096577551952970/locations/13380444637775966918/reviews/Ci9DQUlRQUNvZENodHljRjlvT2xCdGRXeHpaMDlzTUZSSWNFazJNWFk1U3pKV1FrRRAB,reviews-ABHRLXUNxGK6quVlsTH0Z_0zurQHi2ERCKL3GB.json
location-13380444637775966918,Coffee Island Beyond | GK 2,Manisha Khanna,THREE,They need to work on their menu and coffee to be served HHHOOOTT,"Thank you for sharing your feedback with us. We’ve noted your suggestion regarding both the menu and serving temperature of our coffee. Our team has already started reviewing these areas to ensure every cup and every visit feels just right. We truly value inputs like yours, as they help us refine the Coffee Island experience further. Looking forward to welcoming you again soon.",22-08-2025,,20-08-2025,20-08-2025,accounts/100486096577551952970/locations/13380444637775966918/reviews/Ci9DQUlRQUNvZENodHljRjlvT2tnMk4wRnZUbXhHU0daRk9HMXFVM05hVGxkeFpWRRAB,reviews-ABHRLXUNxGK6quVlsTH0Z_0zurQHi2ERCKL3GB.json
location-13380444637775966918,Coffee Island Beyond | GK 2,Mohd Danish,FIVE,nice ambiance,So glad you enjoyed both the coffee and the ambiance. That’s exactly the experience we love creating. ☕✨,22-08-2025,,20-08-2025,20-08-2025,accounts/100486096577551952970/locations/13380444637775966918/reviews/Ci9DQUlRQUNvZENodHljRjlvT2tKNFRtWXRiVU5CVnpkbU5sRXRUR0ZIYm05RFdWRRAB,reviews-ABHRLXUNxGK6quVlsTH0Z_0zurQHi2ERCKL3GB.json
location-13380444637775966918,Coffee Island Beyond | GK 2,Manisha beniwal,FIVE,Nice coffee great ambiance,So glad you enjoyed both the coffee and the ambiance. That’s exactly the experience we love creating. ☕✨,22-08-2025,Nice,20-08-2025,20-08-2025,accounts/100486096577551952970/locations/13380444637775966918/reviews/Ci9DQUlRQUNvZENodHljRjlvT210dlJFdHlVell6WjFOTlZUbDFhVFZ3TmtneE9HYxAB,reviews-ABHRLXUNxGK6quVlsTH0Z_0zurQHi2ERCKL3GB.json
location-13380444637775966918,Coffee Island Beyond | GK 2,Shubham Shukla,FIVE,❤️,"Five stars and a whole lot of love, grateful for your support!",22-08-2025,,19-08-2025,19-08-2025,accounts/100486096577551952970/locations/13380444637775966918/reviews/Ci9DQUlRQUNvZENodHljRjlvT25sdmNXdG1TelJLYTFoaFYyZHBaVTFUVlhKdmJFRRAB,reviews-ABHRLXUNxGK6quVlsTH0Z_0zurQHi2ERCKL3GB.json
location-13380444637775966918,Coffee Island Beyond | GK 2,Abhishek Pratap Singh,FIVE,Nice coffee," Hi Abhishek,
 We’re so glad you enjoyed the coffee. Feedback like yours inspires our team to keep crafting memorable experiences. Looking forward to welcoming you back soon.",18-08-2025,Nice,18-08-2025,18-08-2025,accounts/100486096577551952970/locations/13380444637775966918/reviews/Ci9DQUlRQUNvZENodHljRjlvT2poM2JHa3djRmxaVkVkR2FsTm5NM1JNTFdSeldtYxAB,reviews-ABHRLXUNxGK6quVlsTH0Z_0zurQHi2ERCKL3GB.json
location-13380444637775966918,Coffee Island Beyond | GK 2,Ranjan Bhunia,FIVE,"Staff is very humble and nice, loved their long pour"," Hi Ranjan,
 We’re so glad you enjoyed the long pour. Feedback like yours inspires our team to keep crafting memorable experiences. Looking forward to welcoming you back soon.",18-08-2025,,17-08-2025,17-08-2025,accounts/100486096577551952970/locations/13380444637775966918/reviews/Ci9DQUlRQUNvZENodHljRjlvT210SE1rbFFVRWhWVlRWTFZGUlZhVVF6TmxOSGJtYxAB,reviews-ABHRLXUNxGK6quVlsTH0Z_0zurQHi2ERCKL3GB.json
location-13380444637775966918,Coffee Island Beyond | GK 2,Akash Kumar,FIVE,Good coffee and java Chip waooo," Hi Akash,
 We’re so glad you enjoyed the Java Chip Killer. Feedback like yours inspires our team to keep crafting memorable experiences. Looking forward to welcoming you back soon.",18-08-2025,Chip,16-08-2025,16-08-2025,accounts/100486096577551952970/locations/13380444637775966918/reviews/Ci9DQUlRQUNvZENodHljRjlvT205RFVFMUdkbGREYTBJNVdFdDZTRlJSTmxSdlVsRRAB,reviews-ABHRLXUNxGK6quVlsTH0Z_0zurQHi2ERCKL3GB.json
location-13380444637775966918,Coffee Island Beyond | GK 2,Amarjeet Choudhary,FIVE,Nice coffee and very good staff,We’re glad you enjoyed both the coffee and the warm service at Coffee Island. It’s always a pleasure to host you. ☕✨,22-08-2025,Nice,16-08-2025,16-08-2025,accounts/100486096577551952970/locations/13380444637775966918/reviews/Ci9DQUlRQUNvZENodHljRjlvT2xaUWVHeHFOVmhFTVRSS1JYQkxXQzFIYm1KcFFsRRAB,reviews-ABHRLXUNxGK6quVlsTH0Z_0zurQHi2ERCKL3GB.json
location-13380444637775966918,Coffee Island Beyond | GK 2,Ramesh Kumar,FIVE,Awesome 💯,We love curating memorable moments and we’re so glad yours was one of them. See you again soon.,18-08-2025,Awesome,15-08-2025,15-08-2025,accounts/100486096577551952970/locations/13380444637775966918/reviews/Ci9DQUlRQUNvZENodHljRjlvT25VNGQzaHJZWHBRU2kxaFUzVktRWGhwUkZvd1pIYxAB,reviews-ABHRLXUNxGK6quVlsTH0Z_0zurQHi2ERCKL3GB.json
location-13380444637775966918,Coffee Island Beyond | GK 2,HARSH WARDHAN,FIVE,,"Five stars and a whole lot of love, grateful for your support!",18-08-2025,,15-08-2025,15-08-2025,accounts/100486096577551952970/locations/13380444637775966918/reviews/Ci9DQUlRQUNvZENodHljRjlvT25CaE5GbDJlRWhrUWtSSFZqYzJTRXhXUVdWTE4xRRAB,reviews-ABHRLXUNxGK6quVlsTH0Z_0zurQHi2ERCKL3GB.json
location-13380444637775966918,Coffee Island Beyond | GK 2,Chhotu Yadav,FIVE,The experience of coffee with Turamisu was amazing Umar & Ritik was very helpful & polite !!,So happy to hear that! 😊☕ Glad you had a great time! See you again soon! ✨,14-08-2025,"Ritik, Turamisu, Umar",12-08-2025,12-08-2025,accounts/100486096577551952970/locations/13380444637775966918/reviews/Ci9DQUlRQUNvZENodHljRjlvT2xwTE0xSmpZbXRPVUcxcVJ6WmhaVXMwYm14WWQyYxAB,reviews-ABHRLXUNxGK6quVlsTH0Z_0zurQHi2ERCKL3GB.json
location-13380444637775966918,Coffee Island Beyond | GK 2,SAGAR CHAUHAN,FIVE,The coffee was amazing Umar help me to suggest the best coffee of Coffee Island,It means the world to us when our brews and crew get the love they deserve.Can’t wait to welcome you back soon!,14-08-2025,Umar,12-08-2025,12-08-2025,accounts/100486096577551952970/locations/13380444637775966918/reviews/Ci9DQUlRQUNvZENodHljRjlvT2pabVNqZDJkMVI0V1VGWllVVkhUbE4xTmtFeE5uYxAB,reviews-ABHRLXUNxGK6quVlsTH0Z_0zurQHi2ERCKL3GB.json
location-13380444637775966918,Coffee Island Beyond | GK 2,Param Vashist,FIVE,Nice place,Thank you! 😊 We're so happy Coffee Island has found a place in your heart. Can’t wait to welcome you back for your next perfect cup! ☕✨,11-08-2025,Nice,11-08-2025,11-08-2025,accounts/100486096577551952970/locations/13380444637775966918/reviews/Ci9DQUlRQUNvZENodHljRjlvT2pOaU5EUnFjM1ZmY1hWNlJVNTFUbmQyVWtSSGFHYxAB,reviews-ABHRLXUNxGK6quVlsTH0Z_0zurQHi2ERCKL3GB.json
location-13380444637775966918,Coffee Island Beyond | GK 2,Vineet Sharma,FIVE,"Balkishan, Umar, and Deepak at Coffee Island, GK2, consistently serve excellent coffee with remarkable attention to detail. Their professionalism, warm attitude, and efficient service create a welcoming experience every time.","So happy to hear that! 😊☕ Glad you had a great time! See you again soon! ✨
",11-08-2025,"Balkishan, Deepak, Their, Umar",10-08-2025,10-08-2025,accounts/100486096577551952970/locations/13380444637775966918/reviews/Ci9DQUlRQUNvZENodHljRjlvT25Sd2QxZDBXR05CVFcxSmNFNTBVekJtVEVOT1RGRRAB,reviews-ABHRLXUNxGK6quVlsTH0Z_0zurQHi2ERCKL3GB.json
location-13380444637775966918,Coffee Island Beyond | GK 2,Maaz perwez,TWO,Tried their bombastic peach ice tea and it tasted way too bad... also tried their cheesecake it was also very average. The place has good vibe good ambience but the food isn't good at all...,"Hi,
Thank you for taking the time to share your feedback. We’re truly sorry to hear that your experience didn’t meet expectations. We hope you’ll consider giving us another try. We’d love the chance to make it right and offer you the experience Coffee Island is known for.
Please DM us your contact details on Instagram at @coffee.island.in or email us at hello@coffeeisland.in so we can connect directly.",29-09-2025,Tried,10-08-2025,10-08-2025,accounts/100486096577551952970/locations/13380444637775966918/reviews/Ci9DQUlRQUNvZENodHljRjlvT2pGWWRtWnpXbmsxYWtWdGNXZGhTbVpSVkVacFNtYxAB,reviews-ABHRLXUNxGK6quVlsTH0Z_0zurQHi2ERCKL3GB.json
location-13380444637775966918,Coffee Island Beyond | GK 2,KRANIUM,FIVE,The food was amazing and so was the ambience. Highly recommended,"We’re delighted to know you enjoyed the food and ambience! Thank you for the recommendation, and we look forward to welcoming you again soon. ☕",18-11-2025,Highly,14-11-2025,14-11-2025,accounts/100486096577551952970/locations/13380444637775966918/reviews/Ci9DQUlRQUNvZENodHljRjlvT21KU1JVeG1hek40WlROQ2JWbzFWMGROZUc1d1EyYxAB,reviews-ABHRLXV--srl83a0LRneaiQ6_axEfEjFCnzjoN.json
location-13380444637775966918,Coffee Island Beyond | GK 2,Sumi Das,FIVE,A good cup of coffee🫶🏻🥹 please go and must try it out ❤️🥂,"So happy you loved the coffee! Thanks for the recommendation, and we can’t wait to welcome you back for more Coffee Island moments. ☕💛",18-11-2025,,12-11-2025,12-11-2025,accounts/100486096577551952970/locations/13380444637775966918/reviews/Ci9DQUlRQUNvZENodHljRjlvT21reWVGZHNRV0ZHZUZGNWNGVnJORkV4U0V4M2MyYxAB,reviews-ABHRLXV--srl83a0LRneaiQ6_axEfEjFCnzjoN.json
location-13380444637775966918,Coffee Island Beyond | GK 2,Mohammad Anwar,FIVE,,"Five stars and a whole lot of love, grateful for your support!",18-11-2025,,10-11-2025,10-11-2025,accounts/100486096577551952970/locations/13380444637775966918/reviews/Ci9DQUlRQUNvZENodHljRjlvT2xkaFdESkhYekEyVUV4RmFXdGZSM1J1WW1oNVIxRRAB,reviews-ABHRLXV--srl83a0LRneaiQ6_axEfEjFCnzjoN.json
location-13380444637775966918,Coffee Island Beyond | GK 2,ANZAR AHMED,FIVE,Very good taste and very nice service,Glad to know you enjoyed both the taste and the service! We look forward to welcoming you again for more great coffee moments. ☕✨,18-11-2025,,10-11-2025,10-11-2025,accounts/100486096577551952970/locations/13380444637775966918/reviews/Ci9DQUlRQUNvZENodHljRjlvT2tKcVZVdFNURmt6UjJwaloxcE9RVEZqUWxJelprRRAB,reviews-ABHRLXV--srl83a0LRneaiQ6_axEfEjFCnzjoN.json
location-13380444637775966918,Coffee Island Beyond | GK 2,Shor Se Pare शोर से परे.,FIVE,,"Five stars and a whole lot of love, grateful for your support!",18-11-2025,,10-11-2025,10-11-2025,accounts/100486096577551952970/locations/13380444637775966918/reviews/Ci9DQUlRQUNvZENodHljRjlvT2s1cFNETmxaVTFIWTFOemRYcFpkMDFoZUZSQ1NsRRAB,reviews-ABHRLXV--srl83a0LRneaiQ6_axEfEjFCnzjoN.json
location-13380444637775966918,Coffee Island Beyond | GK 2,Abhinav,FIVE,Nice coffee,Thanks a latte for the 5 stars! Your support keeps us brewing our best every day.,13-11-2025,Nice,10-11-2025,10-11-2025,accounts/100486096577551952970/locations/13380444637775966918/reviews/Ci9DQUlRQUNvZENodHljRjlvT25nMU1FSjNaVzkxZFZoUlRuZGpPSFp4VFdSS1RsRRAB,reviews-ABHRLXV--srl83a0LRneaiQ6_axEfEjFCnzjoN.json
location-13380444637775966918,Coffee Island Beyond | GK 2,Sameer Ahmad,FIVE,I love your hazelnut latte,We’re so glad you love the hazelnut latte – it’s a favourite for a reason! Can’t wait to serve you another one soon. ☕✨,13-11-2025,,10-11-2025,10-11-2025,accounts/100486096577551952970/locations/13380444637775966918/reviews/Ci9DQUlRQUNvZENodHljRjlvT2psdGVGcGplbFpQYVZWRlJHaE5aa3gwVWpsTU1XYxAB,reviews-ABHRLXV--srl83a0LRneaiQ6_axEfEjFCnzjoN.json
location-13380444637775966918,Coffee Island Beyond | GK 2,akshat kohli,FIVE,"In just 156rs, I had my breakfast. All thanks to Yasmin, she made my day.",We’re happy to know you enjoyed your breakfast and had a great experience! It’s always wonderful when the team can brighten someone’s day. Looking forward to serving you again soon. ☕✨,13-11-2025,"All, Yasmin",10-11-2025,10-11-2025,accounts/100486096577551952970/locations/13380444637775966918/reviews/Ci9DQUlRQUNvZENodHljRjlvT21WU1JWZHhVM05MTkVoeVVqaExObkJ2TjJjMFRrRRAB,reviews-ABHRLXV--srl83a0LRneaiQ6_axEfEjFCnzjoN.json
location-13380444637775966918,Coffee Island Beyond | GK 2,Vasu Oberoi,FIVE,"Great coffee place in GK. Cheers to Yasmin, she's great.",We’re so glad you enjoyed the coffee and had a great experience at our GK2 location! Always wonderful to hear when the team helps make a visit even better. Looking forward to welcoming you back for another great cup soon. ☕✨,13-11-2025,"Cheers, Yasmin",10-11-2025,10-11-2025,accounts/100486096577551952970/locations/13380444637775966918/reviews/Ci9DQUlRQUNvZENodHljRjlvT201RFNrbGFkSFEyTVUxdVZ6WlJSek4wWTB4blEwRRAB,reviews-ABHRLXV--srl83a0LRneaiQ6_axEfEjFCnzjoN.json
location-13380444637775966918,Coffee Island Beyond | GK 2,Mohammad Sufiyan,FIVE,My preferred coffee shop. A great espresso is something that everyone can appreciate!,We’re thrilled to be your go-to spot! It’s great to know you enjoy our espresso – always a pleasure to brew a cup everyone can appreciate. Looking forward to serving you again soon. ☕✨,13-11-2025,,09-11-2025,09-11-2025,accounts/100486096577551952970/locations/13380444637775966918/reviews/Ci9DQUlRQUNvZENodHljRjlvT25KNWFGZDJhMFV5WTNFdFFsOURWMmxoWVhONGRrRRAB,reviews-ABHRLXV--srl83a0LRneaiQ6_axEfEjFCnzjoN.json
location-13380444637775966918,Coffee Island Beyond | GK 2,Ravindra Kumar,FIVE,Good coffee,"Thanks a latte for the 5 stars! Your support keeps us brewing our best every day.
",13-11-2025,,08-11-2025,08-11-2025,accounts/100486096577551952970/locations/13380444637775966918/reviews/Ci9DQUlRQUNvZENodHljRjlvT2s1RGRra3dVRXc1YzJadlFrUTBUa2RIUkRrdFRsRRAB,reviews-ABHRLXV--srl83a0LRneaiQ6_axEfEjFCnzjoN.json
location-13380444637775966918,Coffee Island Beyond | GK 2,Simran Simran,FIVE,"Nice place,nice staff",Glad to know you enjoyed the place and had a great experience with the team! Looking forward to welcoming you again soon. ☕,13-11-2025,Nice,08-11-2025,08-11-2025,accounts/100486096577551952970/locations/13380444637775966918/reviews/Ci9DQUlRQUNvZENodHljRjlvT2xaQ2NEUlVjR1J2V2xGNE5WTkdaV1p6TUVKa01FRRAB,reviews-ABHRLXV--srl83a0LRneaiQ6_axEfEjFCnzjoN.json
location-13380444637775966918,Coffee Island Beyond | GK 2,Muskan Khan,FIVE,"Loved the vibe at Coffee Island GK 2! Great coffee, tasty food, and open 24/7 — perfect spot anytime! ☕💛 Special thanks to Yasmin for making my day special ❤️","Thank you for sharing such lovely feedback! We’re so glad you enjoyed the coffee, food, and warm community vibe - we can’t wait to welcome you back again soon.
",16-09-2025,"Special, Yasmin",16-09-2025,08-11-2025,accounts/100486096577551952970/locations/13380444637775966918/reviews/Ci9DQUlRQUNvZENodHljRjlvT2paMk1YRnhaVVZzV2xkQlluZHFiMVZDYm1SeWJFRRAB,reviews-ABHRLXV--srl83a0LRneaiQ6_axEfEjFCnzjoN.json
location-13380444637775966918,Coffee Island Beyond | GK 2,Md Yusuf,FIVE,,"Five stars and a whole lot of love, grateful for your support!",13-11-2025,,06-11-2025,06-11-2025,accounts/100486096577551952970/locations/13380444637775966918/reviews/Ci9DQUlRQUNvZENodHljRjlvT21KTFpuVldNbTVxWVY4NFJqTkVTamhQWlVjMllXYxAB,reviews-ABHRLXV--srl83a0LRneaiQ6_axEfEjFCnzjoN.json
location-13380444637775966918,Coffee Island Beyond | GK 2,Venkatesh Dubey,FIVE,Awesome coffee and they offer something that no one is offering- richness and taste.,We’re delighted to know you enjoyed the coffee and felt the richness and taste stand out! Creating a unique coffee experience is exactly what we aim for. Looking forward to serving you again soon. ☕✨,13-11-2025,Awesome,04-11-2025,04-11-2025,accounts/100486096577551952970/locations/13380444637775966918/reviews/Ci9DQUlRQUNvZENodHljRjlvT2tFdGNFeFlTR3MxVlZFemEzQm5UbDlKY1dZelpFRRAB,reviews-ABHRLXV--srl83a0LRneaiQ6_axEfEjFCnzjoN.json
location-13380444637775966918,Coffee Island Beyond | GK 2,Anurag Verma,FIVE,Nice coffee,Thanks a latte for the 5 stars! Your support keeps us brewing our best every day.,03-11-2025,Nice,03-11-2025,03-11-2025,accounts/100486096577551952970/locations/13380444637775966918/reviews/Ci9DQUlRQUNvZENodHljRjlvT2t4Qk9VczNOM0l6TUROcFExbEZWa05xTm5veFFtYxAB,reviews-ABHRLXV--srl83a0LRneaiQ6_axEfEjFCnzjoN.json
location-13380444637775966918,Coffee Island Beyond | GK 2,Gethist Creative,FIVE,"Great ambience and  fantastic place to sit and work at. Special appreciation for Neeraj and Surbhi who rendered brilliant service. The Signature Latte wasn't very impressive, but the service and atmosphere more than made up for it. Must visit",Delighted you enjoyed the ambiance and the experience. We appreciate your note on the Signature Latte and will certainly look into it. Looking forward to welcoming you again soon.,03-11-2025,"Latte, Must, Neeraj, Special, Surbhi, The Signature",02-11-2025,02-11-2025,accounts/100486096577551952970/locations/13380444637775966918/reviews/Ci9DQUlRQUNvZENodHljRjlvT2paM1JrSmpSbTVRTm1oRlRUZDVhVFExWkZOTFlXYxAB,reviews-ABHRLXV--srl83a0LRneaiQ6_axEfEjFCnzjoN.json
location-13380444637775966918,Coffee Island Beyond | GK 2,Arjun Agarwal,ONE,"Ordered Roasted whole bean Kenyan and Ethiopian coffee.
Pros:
Good quality beans.
Reasonably priced

Cons:
5 month old batch roasts (lost freshness post 1month - can feel it)
Darker roasts are only available.

Final Conclusion:
Many Indian roaster have better SOPs and produce better tasting coffee with less premium beans.",Thank you for sharing your thoughtful feedback. We’re glad you found the quality and pricing of our beans to your liking. Your observations about roast freshness and profiles have been noted and shared with our roasting team. We’re continuously working to refine our processes to ensure every single-origin bean reflects its true character at peak freshness. Insights like yours help us evolve and enhance the coffee experience we aim to deliver. ,24-11-2025,"Cons, Darker, Ethiopian, Final Conclusion, Kenyan, Many Indian, Ordered Roasted, Pros, Reasonably",01-11-2025,01-11-2025,accounts/100486096577551952970/locations/13380444637775966918/reviews/Ci9DQUlRQUNvZENodHljRjlvT25aNE0ySXlVRzF0Wmt0VVFYSkNURFkwT0ZaeU9VRRAB,reviews-ABHRLXV--srl83a0LRneaiQ6_axEfEjFCnzjoN.json
location-13380444637775966918,Coffee Island Beyond | GK 2,Govind Kumar,ONE,Poor service,"Hi,
Thank you for taking the time to share your feedback. We’re truly sorry to hear that your experience didn’t meet expectations. We hope you’ll consider giving us another try. We’d love the chance to make it right and offer you the experience Coffee Island is known for.
Please DM us your contact details on Instagram at @coffee.island.in or email us at hello@coffeeisland.in so we can connect directly.",03-11-2025,Poor,01-11-2025,01-11-2025,accounts/100486096577551952970/locations/13380444637775966918/reviews/Ci9DQUlRQUNvZENodHljRjlvT2kwd2FscGZlSFpxUW1OZmVYWm9ZMUF5WkdkS1ZIYxAB,reviews-ABHRLXV--srl83a0LRneaiQ6_axEfEjFCnzjoN.json
